link,headline,source,date,description,category
https://edition.cnn.com/2024/09/12/asia/south-korea-forced-adoption-overseas-intl-hnk/index.html,South Korea was the world’s biggest ‘baby exporter.’ New evidence shows some mothers were forced to give up children,CNN,2024-09-12,South Korea has for decades been known as the world’s largest “baby exporter” – sending hundreds of thousands of children overseas after the country was ravaged by war and many mothers left destitute.,world
https://edition.cnn.com/2024/09/14/world/michaela-mabinty-deprince-ballerina-dies-intl-scli/index.html,"Sierra Leone ballerina Michaela Mabinty DePrince, who starred in Beyoncé video, dies aged 29",CNN,2024-09-14,"Michaela Mabinty DePrince, the ballerina born during a civil war in Sierra Leone who performed in Beyoncé’s ‘Lemonade’ visual album, has died aged 29, according to an announcement posted to her official Instagram page.",world
https://edition.cnn.com/2024/08/28/tech/att-outage-explainer/index.html,AT&T just had another outage. Why does this keep happening to them?,CNN,2024-08-28,"On Tuesday, AT&T wireless service went down for some customers, affecting their ability to contact 911 in the event of an emergency.",world
https://edition.cnn.com/travel/sumela-ancient-monastery-hanging-from-cliff-turkey/index.html,The ancient monastery hanging from the side of a cliff,CNN,2024-09-14,"If its ancient walls could talk, Sümela Monastery in eastern Turkey would have quite a few stories to tell.",world
https://edition.cnn.com/2024/09/13/world/video/putin-warns-nato-russia-ukraine-war-missiles-digvid,See Putin’s warning as Biden holds key meeting about Ukraine,CNN,2024-09-13,See Putin’s warning as Biden holds key meeting about Ukraine,world
https://edition.cnn.com/2024/09/13/middleeast/polio-vaccination-campaign-gaza-intl/index.html,"560,000 children in Gaza vaccinated against polio as first round of campaign ends",CNN,2024-09-13,"More than 560,000 children aged below 10 in Gaza have received the first of two doses of the polio vaccine, the World Health Organization (WHO) said on Friday, after Israel’s destruction of water and sanitation systems led to a resurgence of the deadly disease in the besieged strip.",world
https://edition.cnn.com/2024/09/15/americas/honduran-anti-mining-activist-killed-intl-latam/index.html,Honduran anti-mining activist who fought to save rivers is killed,CNN,2024-09-15,"An environmental activist who protested mining and hydro-electric projects in northern Honduras in an effort to preserve tropical forests and rivers has been killed, police said on Sunday.",world
https://edition.cnn.com/2024/09/15/travel/california-man-frontier-flight-arrest/index.html,"Passenger arrested after trying to choke flight attendant and saying plane ‘is going down’ on California flight, DOJ says",CNN,2024-09-15,"A California man is facing federal charges after he allegedly tried to choke a flight attendant and “said he was going to kill everybody” while on board a Frontier Airlines flight to San Francisco that had to be diverted on Monday, authorities said.",world
https://edition.cnn.com/2024/09/15/asia/typhoon-yagi-myanmar-deaths-intl-hnk/index.html,Typhoon Yagi leaves at least 74 dead in Myanmar after flooding and landslides,CNN,2024-09-15,"At least 74 people have died and scores more are still missing in Myanmar following heavy flooding and landslides caused by Typhoon Yagi, state media reported on Sunday.",world
https://edition.cnn.com/2024/09/09/africa/sudan-airstrike-market-intl/index.html,At least 21 killed in airstrike on Sudanese market as civil war rages,CNN,2024-09-09,"An airstrike targeting civilian areas in southeastern Sudan has left more than 20 people dead and dozens of others wounded, authorities in the embattled Sennar state said, as civil war rages between the country’s army and a paramilitary militia.",world
https://edition.cnn.com/2024/09/14/africa/nigeria-boat-accident-64-dead-intl-latam/index.html,At least 64 feared dead in Nigeria boat accident,CNN,2024-09-14,"At least 64 people were feared dead following a boat accident on a river in Zamfara State in northwest Nigeria, local officials said on Saturday.",world
https://edition.cnn.com/2024/09/11/americas/peru-former-president-alberto-fujimori-dead-intl-latam/index.html,Peru’s ex-leader Alberto Fujimori dies at 86,CNN,2024-09-11,"Former Peruvian President Alberto Fujimori, whose complicated and painful legacy included stabilizing the country’s economy before being jailed for human rights violations and corruption scandals, has died at the age of 86.",world
https://edition.cnn.com/2024/09/15/world/video/volodymyr-zelensky-vladimir-putin-ukraine-russia-war-gps-digvid,Zelensky says Putin is afraid of the Russian people. Here’s why,CNN,2024-09-15,Zelensky says Putin is afraid of the Russian people. Here’s why,world
https://edition.cnn.com/2024/09/09/style/nyfw-ss25-highlights/index.html,New York Fashion Week: Highlights from the Spring-Summer 2025 runways,CNN,2024-09-09,"Over the past few days in New York City — and a little further afield, on Long Island — mainstay brands like Ralph Lauren, Coach, Tommy Hilfiger and Tory Burch looked to reinvigorate or redefine the classics, while labels including Alaïa and Off-White, who typically show in Paris, crossed the pond to define what American fashion means to them.",world
https://edition.cnn.com/2024/09/14/middleeast/israeli-airstrikes-lebanon-hezbollah-weapons-facilities-intl-latam/index.html,Israeli military says it has hit Hezbollah weapons storage facilities in several areas of Lebanon,CNN,2024-09-14,The Israeli military says it targeted Hezbollah “weapons storage facilities” in multiple airstrikes across Lebanon on Saturday.,world
https://edition.cnn.com/2024/09/13/europe/russia-expels-diplomats-intl-hnk/index.html,Russia expels 6 British diplomats amid spat over long-range weapons,CNN,2024-09-13,"Russia has revoked the accreditation of six British diplomats and accused them of spying on Moscow, it emerged Friday, a fresh geopolitical escalation that was publicized in Russian state media just as London and the US consider allowing Ukraine to strike targets inside Russia.",world
https://edition.cnn.com/2024/09/15/world/video/gps0915-the-impact-of-the-ukraine-war,On GPS: The impact of the war in Ukraine,CNN,2024-09-15,On GPS: The impact of the war in Ukraine,world
https://edition.cnn.com/2024/09/14/europe/hundreds-gather-france-giselle-pelicot-rape-victims-intl/index.html,Hundreds gather in France in support of Gisèle Pélicot and all rape victims,CNN,2024-09-14,"Hundreds of people, mostly women, gathered in cities around France on Saturday in support of Gisèle Pélicot, a woman whose husband is on trial, accused of drugging her and recruiting dozens of strangers to rape her over nearly a decade in a case that has shocked the nation.",world
https://edition.cnn.com/2024/09/08/europe/ukraine-military-morale-desertion-intl-cmd/index.html,"Outgunned and outnumbered, Ukraine’s military is struggling with low morale and desertion",CNN,2024-09-08,"Dima never puts out a cigarette until he smokes it right down to the filter, risking burning his fingers to squeeze out one more drag. He spent years on the Ukrainian front lines. He knows the price of a good smoke.",world
https://edition.cnn.com/2024/09/15/weather/tropical-system-rain-carolinas/index.html,Tropical storm warnings issued for the Carolina coast as forecasters predict heavy rain and coastal flood threat,CNN,2024-09-15,"Forecasters have issued tropical storm warnings for coastal areas of the Carolinas, according to the National Hurricane Center.",world
https://edition.cnn.com/2024/09/07/europe/germany-train-disruptions-intl-latam/index.html,Massive train disruptions leave hundreds stranded in Germany,CNN,2024-09-07,"Massive train disruptions in Germany left hundreds of passengers stranded on Saturday, as authorities worked to restore traffic following a technical malfunction. Some traffic has since resumed.",world
https://edition.cnn.com/2024/09/14/europe/russia-begins-ukraine-counter-attack-kursk-intl/index.html,Russia begins efforts to expel Ukraine from Kursk but counter-attack is yet to gain momentum,CNN,2024-09-14,"A Russian counteroffensive to recover parts of Kursk lost to Ukrainian forces following a surprise, cross-border attack is underway but is yet to gain momentum.",world
https://edition.cnn.com/2024/09/15/middleeast/israel-missile-yemen-gaza-intl-hnk/index.html,Netanyahu warns Yemen’s Houthis face a ‘heavy price’ as missile lands in central Israel,CNN,2024-09-15,Israel’s Prime Minister Benjamin Netanyahu has warned Yemen’s Houthis face a “heavy price” after the group fired a missile deep into Israel.,world
https://edition.cnn.com/2024/09/06/style/worlds-most-iconic-tennis-courts/index.html,Awe-inspiring images of the world’s most remarkable tennis courts,CNN,2024-09-06,"To the untrained eye, a tennis court is merely an amalgamation of nine parallel and perpendicular lines, converging to define the limitations of movement for both ball and player. But to American photographer and journalist Nick Pachelli, a tennis court is the harmonious union of surface, sound, and spectators, complemented by the natural elements and the inherent intensity of tennis.",world
https://edition.cnn.com/style/cairo-forbes-international-tower-hydrogen-nac-spc/index.html,Hydrogen-powered skyscraper set for Egypt’s new capital,CNN,2024-09-04,"Egypt’s “New Administrative Capital,” a new city deep into construction outside Cairo, has prompted plenty of blue-sky thinking. But few ideas have been as ambitious as powering a skyscraper with hydrogen.",world
https://edition.cnn.com/2024/09/13/europe/pro-russian-posters-italy-intl-scli/index.html,Pro-Russian posters appear on billboards across Italy,CNN,2024-09-13,"Hundreds of posters have appeared on billboards across Italy this summer, bearing the slogan: “Russia is not our enemy” and depicting a handshake in the colors of the Italian and Russian flags.",world
https://edition.cnn.com/2024/09/14/americas/venezuela-arrests-americans-seizes-rifles-intl-latam/index.html,US says claims of CIA plot to kill Maduro are ‘categorically false’ after Venezuela arrests six foreigners,CNN,2024-09-14,"The US State Department has rejected claims of CIA involvement in an alleged plot to kill Venezuela’s leader Nicolás Maduro, after Venezuelan authorities said they had arrested six foreigners, including a US Navy SEAL.",world
https://edition.cnn.com/2024/09/13/world/video/ukraine-missiles-russian-targets-ldn-digvid,Map shows how Russia could be impacted by Western long-range missiles,CNN,2024-09-13,Map shows how Russia could be impacted by Western long-range missiles,world
https://edition.cnn.com/travel/scenic-fall-drives-united-states-2024/index.html,6 scenic fall drives where you can get your foliage fix this year,CNN,2024-09-15,"The annual rituals of autumn – shoulder season vacations, weekend football games, the unpacking of sweaters, the pumpkin spice tsunami – are upon us. And then there’s perhaps the best of them all: the scenic fall drive.",world
https://edition.cnn.com/2024/09/15/middleeast/israel-military-strike-hostages-killed-intl/index.html,Israeli military says 3 hostages were ‘most likely’ killed in November strike,CNN,2024-09-15,The Israeli military says that three Israeli hostages whose bodies were recovered from Gaza in December were “most likely” killed as a result of an Israeli airstrike.,world
https://edition.cnn.com/2024/09/15/style/red-carpet-looks-emmy-awards/index.html,Best red carpet looks from the 2024 Primetime Emmy Awards,CNN,2024-09-15,"Red carpet season is underway, and some of the biggest names in television descended on LA’s Peacock Theater for the 76th Primetime Emmy Awards on Sunday.",world
https://edition.cnn.com/2024/09/12/asia/north-korea-uranium-enrichment-intl-hnk/index.html,"North Korea releases images of Kim Jong Un visiting a uranium enrichment site, giving rare glimpse inside its nuclear program",CNN,2024-09-12,New pictures of North Korean leader Kim Jong Un touring what state media said is a uranium enrichment facility have given an extremely rare glimpse inside the isolated nation’s closely guarded nuclear weapons program.,world
https://edition.cnn.com/2024/03/22/europe/gallery/catherine-princess-of-wales/index.html,"In pictures: Catherine, Princess of Wales",CNN,2024-03-22,"In pictures: Catherine, Princess of Wales",world
https://edition.cnn.com/2024/09/13/africa/congo-court-sentences-3-americans-and-34-others-to-death-on-coup-charges/index.html,Three Americans and 34 others sentenced to death over coup attempt in Congo,CNN,2024-09-13,"A military court in Congo handed down death sentences Friday to 37 people, including three Americans, after convicting them on charges of taking part in a coup attempt.",world
https://edition.cnn.com/2024/09/11/world/israeli-airstrike-un-nuseirat-intl-latam/index.html,"Israeli airstrike on Gaza school sheltering displaced people kills at least 18, including UN staff, Palestinian officials say",CNN,2024-09-11,"At least 18 people, including United Nations staff, were killed in an Israeli airstrike on a UN school-turned-shelter in the Nuseirat camp in central Gaza on Wednesday, according to the Gaza Civil Defense and hospital officials. At least 44 others were injured, they said.",world
https://edition.cnn.com/2024/09/12/americas/israeli-commander-resigns-october-7-intl-latam/index.html,Israeli intelligence commander to resign after being accused of failing to prevent October 7,CNN,2024-09-12,"An Israeli intelligence commander, who critics say played a pivotal role in failing to prevent the October 7 attacks, is resigning, Israel’s military told CNN.",world
https://edition.cnn.com/2024/04/05/weather/2024-atlantic-hurricane-season-fast-facts/index.html,2024 Atlantic Hurricane Season Fast Facts,CNN,2024-04-05,Here is a look at the 2024 Atlantic hurricane season.,world
https://edition.cnn.com/2024/09/10/americas/mexico-judicial-reform-debate-senate-intl-latam/index.html,Controversial judicial reform passes Mexican Senate after protesters break into chamber,CNN,2024-09-10,"The Mexican Senate narrowly passed a controversial judicial reform early Wednesday, hours after protesters broke into the chamber in a chaotic scene and forced a suspension of the proceedings.",world
https://edition.cnn.com/2024/09/11/world/video/netanyahu-israel-hostage-family-exchange-robertson-digvid,Hear leaked audio confrontation between Netanyahu and hostage family,CNN,2024-09-11,Hear leaked audio confrontation between Netanyahu and hostage family,world
https://edition.cnn.com/2024/08/29/tech/brazils-supreme-court-threatens-x-intl/index.html,Elon Musk hits out at judge threatening to suspend X in Brazil,CNN,2024-08-29,"Elon Musk has stepped up online attacks on a Supreme Court judge threatening to suspend social media platform X in Brazil, calling him “an evil dictator” in an ongoing feud between the two men.",world
https://edition.cnn.com/world/africa/adekunle-gold-sickle-cell-disease-awareness-nigeria-spc/index.html,Adekunle Gold on sickle cell advocacy: ‘It’s time to learn my voice – people are dying’,CNN,2024-09-13,"Award-winning Nigerian singer Adekunle Gold rose to international fame when his debut album “Gold” reached number seven on the Billboard World Charts. Since then, the 37-year-old has released four more albums, amassing hundreds of millions of streams worldwide.",world
https://edition.cnn.com/2024/09/14/travel/strange-room-service-orders/index.html,Behind closed doors: Hotels reveal their wildest room service orders,CNN,2024-09-14,"In travel news this week: odd room service requests, the cruise passengers stranded for months at their departure port, plus how a rogue bag of Cheetos caused havoc in a New Mexico cave.",world
https://edition.cnn.com/2024/09/15/china/china-shanghai-typhoon-bebinca-intl-hnk/index.html,"Shanghai slammed by Typhoon Bebinca, strongest storm to hit in seven decades",CNN,2024-09-15,"Shanghai was brought to a standstill on Monday morning by what authorities say was the strongest typhoon to directly hit the Chinese financial hub in more than seven decades, with flights, trains and highways suspended during a national holiday.",world
https://edition.cnn.com/2024/09/05/style/burj-azizi-dubai-second-tallest-building-hnk-spc-intl/index.html,"Dubai is home to world’s tallest skyscraper. Now it’s building the second-tallest, too",CNN,2024-09-05,"Dubai’s super-sized skyline is already home to the world’s tallest skyscraper. Now, it is set to welcome the world’s second tallest, too.",world
https://edition.cnn.com/2024/09/15/world/video/gps0915-fighting-on-ukraines-eastern-front,On GPS: Fighting on Ukraine’s eastern front,CNN,2024-09-15,On GPS: Fighting on Ukraine’s eastern front,world
https://edition.cnn.com/2024/09/13/world/ukraine-kursk-offensive-cost/index.html,"Ukraine’s Kursk offensive was seen as a major success, but it came at a huge cost",CNN,2024-09-13,"Vasyl was several miles deep in Russian territory when he heard the whizz of an approaching drone loaded with explosives. He had seconds to react. “It was very quick. We ran to the trees and then there was a bang a meter or two away from me,” the Ukrainian soldier said.",world
https://edition.cnn.com/2024/09/15/world/video/gps0915-zelensky-on-what-ukraine-needs-to-win,On GPS: What Ukraine needs to win,CNN,2024-09-15,On GPS: What Ukraine needs to win,world
https://edition.cnn.com/2024/09/13/middleeast/hamas-leader-sends-letters-from-hiding-after-almost-a-year-of-silence/index.html,Hamas leader sends letters from hiding after almost a year of silence,CNN,2024-09-13,"Hamas leader Yahya Sinwar has written a rare letter to Hezbollah chief Hassan Nasrallah, according to the Lebanese militant group, in which he reaffirms his commitment to fighting Israel and supporting the Iran-backed alliance of regional militants known as the “Axis of Resistance.”",world
https://edition.cnn.com/2024/09/15/africa/prison-escape-nigeria-floods-intl-latam/index.html,Over 200 inmates escape from prison following heavy flooding in Nigeria,CNN,2024-09-15,"At least 274 inmates have escaped from a prison in Nigeria’s Borno state following heavy flooding, the Nigerian Correctional Service said Sunday.",world
https://edition.cnn.com/2024/09/13/asia/same-sex-marriage-in-asia-intl-hnk/index.html,Same-sex marriage was on a roll in Asia. Not anymore,CNN,2024-09-13,Rainbow flags rippled in the wind as gay and lesbian couples walked hand in hand down a makeshift aisle in Bangkok’s busy Siam shopping district.,world
https://edition.cnn.com/2024/09/14/sport/canelo-alvarez-edgar-berlanga-preview-spt-intl/index.html,Canelo Álvarez says he is ‘the best fighter in the world’ after retaining his unified super middleweight titles,CNN,2024-09-14,"Mexican superstar Saúl ‘Canelo’ Álvarez put his WBC, WBA and WBO super middleweight championships on the line on Saturday against the undefeated Edgar Berlanga, and came out victorious.",world
https://edition.cnn.com/2024/09/14/travel/pigmy-hippo-thailand-latest-online-sensation-intl-hnk/index.html,Baby pygmy hippo Moo Deng is Thailand’s latest online sensation. But her keeper is worried about her fame,CNN,2024-09-14,"With her pinkish cheeks and natural charisma, two-month-old pygmy hippo Moo Deng is making millions of fans online and drawing bumper crowds to the Thai zoo where she lives.",world
https://edition.cnn.com/2024/09/13/weather/sahara-desert-green-climate/index.html,An unusual shift in the weather has turned the Sahara green,CNN,2024-09-13,"There isn’t much green in the Sahara Desert, but after an unusual influx of rain, the color can be seen from space creeping into parts of one of the driest places in the world.",world
https://edition.cnn.com/2024/09/10/africa/ugandan-olympian-alleged-killer-dies-intl/index.html,"Alleged killer of Ugandan Olympian dies from burns, hospital says",CNN,2024-09-10,"The man accused of dousing in petrol and setting alight Olympic runner Rebecca Cheptegei has died from burns sustained during the fatal attack on the Ugandan athlete, a hospital official said on Tuesday.",world
https://edition.cnn.com/2024/01/08/world/gallery/people-we-lost-2024/index.html,People we’ve lost in 2024,CNN,2024-01-08,People we’ve lost in 2024,world
https://edition.cnn.com/2024/09/15/sport/aja-wilson-caitlin-clark-wnba-records/index.html,A’ja Wilson and rookie Caitlin Clark smash WNBA records,CNN,2024-09-15,"Las Vegas Aces superstar A’ja Wilson and Indiana Fever rookie Caitlin Clark both broke WNBA records Sunday, with Wilson becoming the first player to score 1,000 points in a single season and Clark breaking the rookie scoring record.",world
https://edition.cnn.com/2024/09/15/sport/team-usa-wins-solheim-cup-spt-intl/index.html,Team USA wins Solheim Cup for the first time since 2017 with victory over Europe,CNN,2024-09-15,"The United States reclaimed the Solheim Cup for the first time in seven years with a 15 ½ - 12 ½ victory over the Europeans on Sunday at Robert Trent Jones Golf Club in Gainesville, Virginia.",world
https://edition.cnn.com/2024/09/14/europe/deadly-rains-flooding-europe-central-eastern-intl/index.html,At least 8 dead as heaviest rain in decades hits parts of central and eastern Europe,CNN,2024-09-14,"At least eight people have died after some of the heaviest rain in years hit central and eastern Europe, causing flooding and widespread disruption.",world
https://edition.cnn.com/2024/09/14/asia/india-nuclear-ballistic-missile-submarine-intl-hnk-ml/index.html,India has a new nuclear-capable ballistic missile submarine. But can it catch up with China?,CNN,2024-09-14,"India’s second nuclear-capable ballistic missile submarine joined its naval fleet late last month, a move the government says strengthens its nuclear deterrent as New Delhi casts a wary eye at both China and Pakistan.",world
https://edition.cnn.com/2024/09/15/middleeast/gaza-israel-schools-education-crisis-intl/index.html,"‘We no longer study.’ Gaza’s children lose out on school, as Israel’s war disrupts a year of education",CNN,2024-09-15,"Multicolored posters, white streamers and Palestinian flags made of paper decorate a tent in Deir al-Balah, central Gaza. School rucksacks stuffed with clothes, small pillows and floral blankets are strewn on the floor.",world
https://edition.cnn.com/2024/09/15/europe/english-channel-eight-dead-intl-latam/index.html,At least 8 people have died trying to cross the English Channel,CNN,2024-09-15,"At least eight people died during a failed attempt to cross the English Channel from northern France, French maritime authorities said Sunday.",world
https://edition.cnn.com/2024/09/12/world/gallery/photos-this-week-september-5-september-12/index.html,The week in 30 photos,CNN,2024-09-12,The week in 30 photos,world
https://edition.cnn.com/2024/09/13/world/video/pope-francis-plane-digvid,See behind the scenes aboard the Pope’s plane,CNN,2024-09-13,See behind the scenes aboard the Pope’s plane,world
https://edition.cnn.com/style/greg-du-toit-photographer-south-africa-spc/index.html,‘I’m amazed I lived to tell the tale’: Award-winning photographer on a life spent in the wild,CNN,2024-09-13,"Playing safe is not an option for wildlife photographer Greg du Toit. The South African has spent the past two decades photographing lions, rhinos and elephants, embracing more adventure and danger than most people will experience in a lifetime.",world
https://edition.cnn.com/2024/08/28/tech/pavel-durov-telegram-custody-released-intl/index.html,"Telegram founder Pavel Durov under formal investigation with bail set at $5.56 million, prosecutor says",CNN,2024-08-28,"Telegram founder Pavel Durov is under formal investigation and will not be allowed to leave France, a French prosecutor said in a statement released Wednesday night.",world
https://edition.cnn.com/2024/09/05/europe/vladimir-putin-kamala-harris-endorsement-intl/index.html,Vladimir Putin trolls US presidential race with ‘endorsement’ of Kamala Harris,CNN,2024-09-05,"Russian President Vladimir Putin raised eyebrows Thursday when he expressed his support for US Vice President Kamala Harris’ presidential bid, flattering the Democratic nominee with some curiously timed remarks.",world
https://edition.cnn.com/2024/09/03/style/jennifer-garner-home-ad/index.html,See inside Jennifer Garner’s tranquil farmhouse-style home,CNN,2024-09-03,"Since building a home for herself and her three kids over the past few years, Jennifer Garner has shown glimpses of the sunny farmhouse dwelling through her social media posts. The kitchen’s exposed wood beams and stone fireplace can be seen as she carries her fluffy cat, Moose, to places in the home he’s “never seen before” (inside the refrigerator and microwave, up high to peer at the family aquarium). She showed off her home gym and hillside pool views, too, filming herself as she trained to reprise the role of Elektra — and also, jokingly, announced that she had failed to make the Olympic Games.",world
https://edition.cnn.com/2024/09/08/europe/amanpour-general-oleksandr-syrskyi-interview-read-transcript-intl/index.html,Christiane Amanpour’s exclusive interview with General Oleksandr Syrskyi: full transcript,CNN,2024-09-08,"On Thursday 5 September, CNN’s Christiane Amanpour spoke with General Oleksandr Syrskyi, Commander-in-Chief of Ukraine’s Armed Forces, in his first television interview in that role. It was conducted near the frontlines, at an undisclosed location for security reasons. What follows is a transcript of their full interview, lightly edited for clarity.",world
https://edition.cnn.com/2024/09/12/style/taylor-swifts-dior-vmas-red-carpet/index.html,Taylor Swift’s tartan VMAs look was an edgy step away from her signature style,CNN,2024-09-12,"Taylor Swift was among the many stars to channel ’90s fashion at the MTV Video Music Awards on Wednesday, wearing a chic taffeta bustier and skirt by Dior.",world
https://edition.cnn.com/2024/09/15/style/queen-victoria-tuscan-villa-intl-scli/index.html,Queen Victoria’s favorite Tuscan villa for sale for more than $55 million,CNN,2024-09-15,"Once a favored holiday destination for Queen Victoria, and reputedly described in one of the greatest works of Italian literature, the Villa Palmieri is steeped in history and could now be yours – if you have more than €50 million ($55 million) lying around.",world
https://edition.cnn.com/2021/08/12/style/why-friday-13-unlucky-explained/index.html,Why is Friday the 13th unlucky? The cultural origins of an enduring superstition,CNN,2021-08-12,"When it comes to bad luck, there are few superstitions as pervasive in Western culture as that of Friday the 13th. Like crossing paths with a black cat and breaking a mirror, the notion of a day that can bring misfortune is deeply embedded — even if believers can’t quite explain why.",world
https://edition.cnn.com/2024/09/15/weather/california-early-snow-advisory-rain/index.html,California’s earliest snow advisory in nearly 20 years could also bring month’s worth of rain,CNN,2024-09-15,A low pressure system moving into the West Coast today will bring rare early-season snow and rain to California through Monday.,world
https://edition.cnn.com/2024/09/06/europe/video-russia-surrendering-ukrainian-soldiers-killed-intl-cmd/index.html,Video footage appears to show Russians killing surrendering Ukrainian soldiers,CNN,2024-09-06,"The troops emerge and stagger into the middle of the dusty track, then onto their knees, their hands placed on their heads. Seconds later, the Ukrainian drone footage shows, they lie face down, motionless, dust trailing nearby.",world
https://edition.cnn.com/2024/09/13/middleeast/idf-says-a-unrwa-staff-member-among-ten-terrorists-killed-in-military-ops-in-the-west-bank-over-the-past-48-hours/index.html,UN staff member among 10 killed during Israel military operation in West Bank,CNN,2024-09-13,"CNN - A United Nations staff member was among 10 people killed during an Israeli military operation in the occupied West Bank, the Israeli military and the UN said on Friday.",world
https://edition.cnn.com/2024/09/13/world/video/el-salvador-bukele-prison-gangs-arrested-digvid-culver,Inside the controversial prison system locals say has changed El Salvador,CNN,2024-09-13,Inside the controversial prison system locals say has changed El Salvador,world
https://edition.cnn.com/2022/07/26/world/gallery/pope-francis/index.html,"Pope Francis, in pictures",CNN,2022-07-26,"Pope Francis, in pictures",world
https://edition.cnn.com/2024/09/14/middleeast/egypt-train-collision-intl-latam/index.html,At least three killed as trains collide in Egypt,CNN,2024-09-14,"At least three people have been killed and 49 injured in a train collision in Egypt, the country’s health ministry said Saturday.",world
https://edition.cnn.com/2024/09/13/asia/typhoon-yagi-most-powerful-storm-photos-intl-hnk/index.html,Typhoon Yagi: Asia’s most powerful storm submerges parts of Vietnam and Thailand,CNN,2024-09-13,"Typhoon Yagi, Asia’s most powerful storm this year, has left dozens dead since sweeping across southern China and Southeast Asia last week, leaving a trail of destruction with its intense rainfall and powerful winds.",world
https://edition.cnn.com/2024/09/13/china/china-raises-retirement-age-intl-hnk/index.html,"For decades, Chinese workers have retired relatively early. That’s about to change",CNN,2024-09-13,"For decades, Chinese workers have wrapped up their working lives at relatively young ages: 60 for men and as early as 50 for women.",world
https://edition.cnn.com/2024/08/28/weather/fall-forecast-heat-hurricane-climate/index.html,The fall forecast is in and there’s some bad news for fall lovers,CNN,2024-08-28,"Fall is a season of transitions: brutally hot summer days give way to crisp fall evenings, green leaves take on colorful hues and fresh summertime flavors are drowned out by the warmth of baking spices.",weather
https://edition.cnn.com/2024/08/15/weather/hurricane-ernesto-track-bermuda-east-coast-climate/index.html,Ernesto restrengthens to a hurricane as dangerous beach conditions continue along East Coast,CNN,2024-08-15,"Ernesto regained Category 1 hurricane strength with 80 mph sustained winds Sunday as it headed toward Atlantic Canada, following its thrashing of Puerto Rico and the Virgin Islands, where it left hundreds of thousands of people without power.",weather
https://edition.cnn.com/2024/09/14/climate/uk-climate-protests-policing-laws-prison-intl/index.html,Climate protesters are taking action against Big Oil. UK courts are handing them prison terms akin to rapists and thieves,CNN,2024-09-14,"As right-wing rioters attacked communities with racist violence across parts of the UK last month, 22-year-old climate activist Cressie Gethin sat in a prison cell.",weather
https://edition.cnn.com/2024/08/15/weather/video/hurricane-ernesto-thursday-forecast-digvid,Watch the latest forecast for Hurricane Ernesto,CNN,2024-08-15,Watch the latest forecast for Hurricane Ernesto,weather
https://edition.cnn.com/2024/09/15/weather/tropical-system-rain-carolinas/index.html,Tropical storm warnings issued for the Carolina coast as forecasters predict heavy rain and coastal flood threat,CNN,2024-09-15,"Forecasters have issued tropical storm warnings for coastal areas of the Carolinas, according to the National Hurricane Center.",weather
https://edition.cnn.com/2024/08/25/weather/video/grand-canyon-flooding-evacuations-digvid,‘It’s time to run’: Grand Canyon hiker films escape as floods surround her,CNN,2024-08-25,‘It’s time to run’: Grand Canyon hiker films escape as floods surround her,weather
https://edition.cnn.com/2024/09/08/weather/tropical-storm-gulf-of-mexico/index.html,Potential Tropical Cyclone Six forms in Gulf with tropical storm watch issued for Mexico,CNN,2024-09-08,"Potential Tropical Cyclone Six has formed over the warm waters of the southern Gulf of Mexico with over two months left of 2024’s Atlantic hurricane season, the National Hurricane Center said Sunday.",weather
https://edition.cnn.com/2024/09/11/weather/flood-hits-nigeria-zoo-intl-scli/index.html,"Floods gush through Nigerian zoo, sweeping snakes and crocodiles into neighborhoods",CNN,2024-09-11,"Floodwaters that gushed from an overflowing dam in northern Nigeria engulfed a zoo and swept animals including crocodiles and snakes into communities, as the region battles some of the worst flooding in years.",weather
https://edition.cnn.com/2024/08/17/weather/canada-flooding-power-outages/index.html,"Extreme weather in parts of Canada causes major flooding, power outages",CNN,2024-08-17,"Extreme weather in parts of Canada is causing flooding and power outages in several areas, including Toronto, Mississauga, and North Dumfries Township.",weather
https://edition.cnn.com/2024/08/16/weather/video/hurricane-ernesto-friday-forecast-digvid,See the latest forecast for Hurricane Ernesto,CNN,2024-08-16,See the latest forecast for Hurricane Ernesto,weather
https://edition.cnn.com/weather/colorado-wildfires-urban-sky-balloon-c2e-spc/index.html,Giant balloons floating above Colorado’s wildfires could help to predict future blazes,CNN,2024-08-13,"At the end of July, Colorado became the latest US state to battle the spread of wildfires. Four blazes broke out, and while most are now contained, sustained hot, dry conditions this summer could spark more.",weather
https://edition.cnn.com/2024/09/11/weather/video/hurricane-francine-louisiana-van-dam-cnc-digvid,‘Menacing’: CNN meteorologist describes Hurricane Francine after landfall,CNN,2024-09-11,‘Menacing’: CNN meteorologist describes Hurricane Francine after landfall,weather
https://edition.cnn.com/2024/09/12/weather/video/new-orleans-truck-flood-rescue-ldn-digvid,Bystander rushes into Hurricane Francine floodwaters to help man stuck inside truck,CNN,2024-09-12,Bystander rushes into Hurricane Francine floodwaters to help man stuck inside truck,weather
https://edition.cnn.com/2024/08/14/weather/video/tropical-storm-ernesto-forecast-digvid,Here’s where could be Ernesto heading next,CNN,2024-08-14,Here’s where could be Ernesto heading next,weather
https://edition.cnn.com/2024/09/12/weather/california-line-fire-clouds/index.html,An explosive California wildfire looked like a bomb went off from space – here’s what’s happening,CNN,2024-09-12,California’s Line Fire is burning so intensely that it created its own weather.,weather
